name,link,sal_min,sal_max,sal_cur,sal_term,site
Тестировщик (QA engineer),https://hh.ru/vacancy/37325414,100000,160000,руб.,месяц,https://hh.ru
Data Scientist,https://hh.ru/vacancy/39130131,,,,,https://hh.ru
Computer Vision Engineer,https://hh.ru/vacancy/37524100,,,,,https://hh.ru
DevOps,https://hh.ru/vacancy/39136724,,,,,https://hh.ru
Junior backend-разработчик (Node.js),https://hh.ru/vacancy/38701734,,,,,https://hh.ru
Стажёр-тестировщик,https://hh.ru/vacancy/39104933,,,,,https://hh.ru
Machine Learning research engineer,https://hh.ru/vacancy/39135462,,,,,https://hh.ru
Стажер data scientist,https://hh.ru/vacancy/38502536,,,,,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/37157884,150000,250000,руб.,месяц,https://hh.ru
Преподаватель кружка программирования (Python),https://hh.ru/vacancy/37349068,,,,,https://hh.ru
Специалист по тестированию,https://hh.ru/vacancy/38954659,,,,,https://hh.ru
Data science в Массовую персонализацию,https://hh.ru/vacancy/38596730,,,,,https://hh.ru
Middle- Python Backend Developer,https://hh.ru/vacancy/38784716,80000,120000,руб.,месяц,https://hh.ru
Junior back-end разработчик,https://hh.ru/vacancy/39134968,,120000,руб.,месяц,https://hh.ru
Data Engineer,https://hh.ru/vacancy/39042422,,,,,https://hh.ru
Head of Risks and Data modelling,https://hh.ru/vacancy/38216328,,,,,https://hh.ru
QA engineer (нагрузочное тестирование ),https://hh.ru/vacancy/36086664,,,,,https://hh.ru
Full-stack js/python developer (middle),https://hh.ru/vacancy/39159767,,,,,https://hh.ru
Machine Learning Developer (AWS),https://hh.ru/vacancy/38645926,250000,,руб.,месяц,https://hh.ru
Специалист по распознаванию речи,https://hh.ru/vacancy/39121346,,,,,https://hh.ru
Devops engineer,https://hh.ru/vacancy/37488602,,,,,https://hh.ru
Junior Data Scientist,https://hh.ru/vacancy/38691954,,,,,https://hh.ru
"Программист Qt, C++",https://hh.ru/vacancy/38780785,80000,150000,руб.,месяц,https://hh.ru
Python Senior Developer,https://hh.ru/vacancy/37814960,,,,,https://hh.ru
Lead data scientist,https://hh.ru/vacancy/38665916,,,,,https://hh.ru
"Программист C++, Qt",https://hh.ru/vacancy/38563756,80000,180000,руб.,месяц,https://hh.ru
QA Automation,https://hh.ru/vacancy/39099618,,,,,https://hh.ru
Team Lead Python,https://hh.ru/vacancy/39125319,,,,,https://hh.ru
Ведущий инженер по автоматизированному тестированию/ QA Automation Engineer,https://hh.ru/vacancy/37423695,,,,,https://hh.ru
QA automation engineer (СберДиск),https://hh.ru/vacancy/37551812,,,,,https://hh.ru
Программист С++,https://hh.ru/vacancy/38627205,,150000,руб.,месяц,https://hh.ru
Программист Delphi/SQL,https://hh.ru/vacancy/38876841,100000,140000,руб.,месяц,https://hh.ru
Senior Data Scientist,https://hh.ru/vacancy/38226025,200000,,руб.,месяц,https://hh.ru
Senior Data Scientist,https://hh.ru/vacancy/39132016,,,,,https://hh.ru
Разработчик Qt/QML,https://hh.ru/vacancy/38488219,,,,,https://hh.ru
Senior Frontend Engineer (React),https://hh.ru/vacancy/38919663,,,,,https://hh.ru
Специалист Machine learning,https://hh.ru/vacancy/39094390,,,,,https://hh.ru
Старший тестировщик оборудования,https://hh.ru/vacancy/39042679,,140000,руб.,месяц,https://hh.ru
Специалист по тестированию ПО,https://hh.ru/vacancy/39094245,,,,,https://hh.ru
Аналитик данных (можно удаленно),https://hh.ru/vacancy/38761316,,,,,https://hh.ru
Стажер-разработчик C#,https://hh.ru/vacancy/39129192,,40000,руб.,месяц,https://hh.ru
Инженер по тестированию (QA Engineer),https://hh.ru/vacancy/38482618,,,,,https://hh.ru
Middle+ python разработчик,https://hh.ru/vacancy/38145409,,200000,руб.,месяц,https://hh.ru
Senior Data Analyst,https://hh.ru/vacancy/38590175,,,,,https://hh.ru
Senior Python Backend Developer,https://hh.ru/vacancy/37547178,300000,,руб.,месяц,https://hh.ru
Senior SQL/PostgreSQL разработчик,https://hh.ru/vacancy/38994371,150000,200000,руб.,месяц,https://hh.ru
Data Scientist,https://hh.ru/vacancy/38544143,,,,,https://hh.ru
Data Scientist,https://hh.ru/vacancy/38079113,,,,,https://hh.ru
QA Engineer,https://hh.ru/vacancy/39045111,,170000,руб.,месяц,https://hh.ru
DevOps Lead,https://hh.ru/vacancy/38887287,,,,,https://hh.ru
Middle PHP Разработчик (удаленно),https://hh.ru/vacancy/39068011,300,500,USD,месяц,https://hh.ru
Backend разработчик,https://hh.ru/vacancy/38870091,80000,200000,руб.,месяц,https://hh.ru
Аналитик данных (Big data),https://hh.ru/vacancy/37625320,,,,,https://hh.ru
Data Scientist,https://hh.ru/vacancy/37559909,,,,,https://hh.ru
QA engineer,https://hh.ru/vacancy/37226935,,,,,https://hh.ru
DevOps engineer,https://hh.ru/vacancy/38685372,,200000,руб.,месяц,https://hh.ru
Junior Data Scientist,https://hh.ru/vacancy/39098369,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/39069280,120000,160000,руб.,месяц,https://hh.ru
Senior QA automation engineer/Ведущий инженер по автоматизации тестирования,https://hh.ru/vacancy/39107899,,,,,https://hh.ru
PHP-разработчик,https://hh.ru/vacancy/38138126,,,,,https://hh.ru
"Наставник в Практикум на программу обучения ""Data Science""",https://hh.ru/vacancy/38569495,,,,,https://hh.ru
PHP-разработчик,https://hh.ru/vacancy/38998655,140000,,руб.,месяц,https://hh.ru
PHP-разработчик,https://hh.ru/vacancy/32333890,150000,,руб.,месяц,https://hh.ru
Full Stack Teamlead,https://hh.ru/vacancy/38931129,180000,,руб.,месяц,https://hh.ru
DevOps-Инженер,https://hh.ru/vacancy/38869843,180000,200000,руб.,месяц,https://hh.ru
React.js frontend разработчик,https://hh.ru/vacancy/38926826,60000,80000,руб.,месяц,https://hh.ru
Web-разработчик,https://hh.ru/vacancy/39128701,80000,120000,руб.,месяц,https://hh.ru
Data Science / RL разработчик (Middle),https://hh.ru/vacancy/39106589,150000,,руб.,месяц,https://hh.ru
Ведущий тестировщик,https://hh.ru/vacancy/38486928,100000,125000,руб.,месяц,https://hh.ru
GUI программист/Frontend-разработчик,https://hh.ru/vacancy/37638199,,,,,https://hh.ru
Преподаватель кружка программирования Python (выходного дня),https://hh.ru/vacancy/37820613,,,,,https://hh.ru
Junior Тестировщик QA,https://hh.ru/vacancy/39140883,,,,,https://hh.ru
Senior Front-end разработчик,https://hh.ru/vacancy/39114245,200000,250000,руб.,месяц,https://hh.ru
DevOps,https://hh.ru/vacancy/39096650,,,,,https://hh.ru
Тестировщик программного обеспечения/QA engineer,https://hh.ru/vacancy/38428807,80000,120000,руб.,месяц,https://hh.ru
Data Engineer,https://hh.ru/vacancy/37562886,,,,,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/39099815,,,,,https://hh.ru
Senior Data инженер,https://hh.ru/vacancy/38824632,,,,,https://hh.ru
Инженер-программист,https://hh.ru/vacancy/38950772,60000,80000,руб.,месяц,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38756422,100000,160000,руб.,месяц,https://hh.ru
Middle Python Developer,https://hh.ru/vacancy/37053208,,,,,https://hh.ru
Аналитик данных (Big data),https://hh.ru/vacancy/37312721,,,,,https://hh.ru
Ведущий тестировщик,https://hh.ru/vacancy/38529853,,,,,https://hh.ru
Разработчик Python (middle / junior),https://hh.ru/vacancy/39139426,70000,160000,руб.,месяц,https://hh.ru
Python developer / Питон разработчик - партнер по проектам,https://hh.ru/vacancy/39085945,50000,200000,руб.,месяц,https://hh.ru
Аналитик SQL (GoodZon),https://hh.ru/vacancy/39104353,,,,,https://hh.ru
Fullstack разработчик (React.JS/Python),https://hh.ru/vacancy/39139280,110000,165000,руб.,месяц,https://hh.ru
Специалист по тестированию/QA Engineer,https://hh.ru/vacancy/38557333,130000,160000,руб.,месяц,https://hh.ru
Аналитик (SQL),https://hh.ru/vacancy/39123855,,,,,https://hh.ru
DevOps engineer,https://hh.ru/vacancy/38565094,,220000,руб.,месяц,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/39107756,200000,250000,руб.,месяц,https://hh.ru
Node.js разработчик,https://hh.ru/vacancy/39150774,,,,,https://hh.ru
Backend-разработчик,https://hh.ru/vacancy/35629745,90000,,руб.,месяц,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/39114998,80000,130000,руб.,месяц,https://hh.ru
Data Engineer,https://hh.ru/vacancy/37973359,,,,,https://hh.ru
DevOps engineer,https://hh.ru/vacancy/39124015,,,,,https://hh.ru
Python Backend Developer,https://hh.ru/vacancy/35467949,,,,,https://hh.ru
Инженер по автоматизации тестирования / QA automation engineer,https://hh.ru/vacancy/39131774,,,,,https://hh.ru
Golang Teamlead,https://hh.ru/vacancy/38937260,270000,,руб.,месяц,https://hh.ru
Data scientist (NLP/OCR/CV),https://hh.ru/vacancy/39112182,,,,,https://hh.ru
Python Developer (CRM-платформа),https://hh.ru/vacancy/39084319,,,,,https://hh.ru
PHP-программист \ Backend-разработчик (удаленно),https://hh.ru/vacancy/37692587,110000,110000,руб.,месяц,https://hh.ru
Data Scientist,https://hh.ru/vacancy/39149917,,,,,https://hh.ru
Инженер по нагрузочному тестированию,https://hh.ru/vacancy/35868505,,,,,https://hh.ru
Golang ведущий разработчик,https://hh.ru/vacancy/39107913,220000,300000,руб.,месяц,https://hh.ru
Python Middle Developer,https://hh.ru/vacancy/37815445,,,,,https://hh.ru
Senior Node Backend Developer,https://hh.ru/vacancy/38802522,3000,,USD,месяц,https://hh.ru
Аналитик данных,https://hh.ru/vacancy/38330081,45000,70000,руб.,месяц,https://hh.ru
Full Stack Teamlead,https://hh.ru/vacancy/38902306,200000,,руб.,месяц,https://hh.ru
Backend-разработчик,https://hh.ru/vacancy/38869669,100000,130000,руб.,месяц,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38725956,,,,,https://hh.ru
"Разработчик C++ (алгоритмы, планирование движения), команда беспилотника",https://hh.ru/vacancy/38549774,,,,,https://hh.ru
Специалист по моделированию в excel / python,https://hh.ru/vacancy/39129332,,,,,https://hh.ru
Программист-Исследователь (RnD),https://hh.ru/vacancy/38787074,150000,250000,руб.,месяц,https://hh.ru
Аналитик данных,https://hh.ru/vacancy/38418668,,,,,https://hh.ru
"Системный администратор Linux, DevOps",https://hh.ru/vacancy/38950817,150000,,руб.,месяц,https://hh.ru
Middle QA Engineer,https://hh.ru/vacancy/39082591,80000,110000,руб.,месяц,https://hh.ru
Team Lead Backend Python / Тимлид Питон / Ведущий разработчик,https://hh.ru/vacancy/38649642,,250000,руб.,месяц,https://hh.ru
Web Scraping/Reverse Engineering (в Анапу),https://hh.ru/vacancy/38985255,100000,200000,руб.,месяц,https://hh.ru
Junior Software Engineer [Remote],https://hh.ru/vacancy/38848954,,,,,https://hh.ru
Программист backend / Backend - разработчик,https://hh.ru/vacancy/38670505,80000,120000,руб.,месяц,https://hh.ru
Ведущий Data scientist,https://hh.ru/vacancy/38984081,,,,,https://hh.ru
Системный администратор Linux / DevOps,https://hh.ru/vacancy/37414970,100000,150000,руб.,месяц,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/39089308,,,,,https://hh.ru
Тестировщик программного обеспечения / QA,https://hh.ru/vacancy/39106879,,,,,https://hh.ru
Data аналитик,https://hh.ru/vacancy/39113409,,,,,https://hh.ru
Data Engineer (Middle),https://hh.ru/vacancy/38566217,,,,,https://hh.ru
QA Automation Engineer,https://hh.ru/vacancy/39162241,,,,,https://hh.ru
Team Lead/Data Science,https://hh.ru/vacancy/38267837,,,,,https://hh.ru
Senior Data Scientist,https://hh.ru/vacancy/38621236,,,,,https://hh.ru
CI Engineer,https://hh.ru/vacancy/27812469,5000,,USD,месяц,https://hh.ru
Frontend-разработчик,https://hh.ru/vacancy/37538121,,,,,https://hh.ru
Инженер DevOps в команду автоматизации тестирования,https://hh.ru/vacancy/38560505,,,,,https://hh.ru
Системный инженер / DevOps,https://hh.ru/vacancy/38687193,140000,,руб.,месяц,https://hh.ru
Программист JavaScript / Frontend-разработчик,https://hh.ru/vacancy/39103159,80000,120000,руб.,месяц,https://hh.ru
Data scientist,https://hh.ru/vacancy/38595162,,,,,https://hh.ru
"Data Scientist (Junior/Middle/Senior, AI Lab)",https://hh.ru/vacancy/39140271,,,,,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/38600286,,,,,https://hh.ru
Системный администратор Linux / DevOps,https://hh.ru/vacancy/37280015,100000,300000,руб.,месяц,https://hh.ru
Frontend-разработчик,https://hh.ru/vacancy/38013269,100000,120000,руб.,месяц,https://hh.ru
Программист Oracle,https://hh.ru/vacancy/38926950,150000,200000,руб.,месяц,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/35467788,,,,,https://hh.ru
Системный администратор Linux,https://hh.ru/vacancy/38560179,,,,,https://hh.ru
QA инженер,https://hh.ru/vacancy/39126792,90000,110000,руб.,месяц,https://hh.ru
QA-инженер / Тестировщик программного обеспечения,https://hh.ru/vacancy/39128795,50000,90000,руб.,месяц,https://hh.ru
BI разработчик (Tableau),https://hh.ru/vacancy/38763777,,,,,https://hh.ru
"Ruby backend разработчик (RoR, Ruby On Rails)",https://hh.ru/vacancy/38927990,60000,80000,руб.,месяц,https://hh.ru
Инженер отдела тестирования,https://hh.ru/vacancy/38555085,120000,,руб.,месяц,https://hh.ru
Marketing Data Analyst,https://hh.ru/vacancy/38620134,,,,,https://hh.ru
C++ разработчик в команду поиска (Карты),https://hh.ru/vacancy/39150793,,,,,https://hh.ru
Senior C++ Developer,https://hh.ru/vacancy/38822407,,,,,https://hh.ru
